timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares
686,10,410,0.576227388692,0.999999996016,0.677290833955,3,2,0,21,4.45609756098,8,0,0,0,0,0,0,1800,5100,3450,0,0,0,1,0,0,0,0,0.0250408328155,0.0251269686877,0.0250099964752,0.899801572856,0.0250206291654,0.641462891463,0.125498712999,0.0487804878049,0.0243902439024,0.666666666667,0.333333333333,0.473214285714,0.166666666667,1,-0.401666666667,-0.7,-0.05,0,0,0.5,0,7.54960916515453
361,12,537,0.510436431669,0.999999996721,0.704918030476,10,1,1,0,4.75791433892,7,0,0,0,0,0,1,11500,11500,11500,0,0,0,0,0,0,1,1,0.0285747711735,0.0285747024388,0.606685495278,0.0285734749784,0.307591556131,0.388350340136,0.11862244898,0.024208566108,0.0260707635009,0.481481481481,0.518518518519,0.578846153846,0.166666666667,1,-0.181632653061,-0.4,-0.0714285714286,0.433333333333,-0.166666666667,0.0666666666667,0.166666666667,7.78322401633604
218,13,559,0.44244604237,0.999999997101,0.571014491099,8,4,3,0,4.89803220036,8,0,0,0,1,0,0,4000,14100,9050,0,0,1,0,0,0,0,0,0.775425497457,0.0250033026465,0.0250365976782,0.0250278584935,0.149506743725,0.474812030075,0.167397660819,0.0644007155635,0.0125223613596,0.837209302326,0.162790697674,0.291550925926,0.0333333333333,0.7,-0.13630952381,-0.2,-0.05,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,8.74830491237962
38,8,205,0.600985218714,0.999999991803,0.762295075719,4,3,0,0,4.57073170732,6,0,0,0,0,1,0,2300,4600,3450,1,0,0,0,0,0,0,0,0.0334616354132,0.0333381794074,0.0333960309344,0.0333335257645,0.86647062848,0.410789210789,0.159390609391,0.0390243902439,0.00487804878049,0.888888888889,0.111111111111,0.28400974026,0.1,0.5,-0.2,-0.2,-0.2,0,0,0.5,0,8.29404964010203
70,11,661,0.531055899796,0.999999997382,0.753926699597,15,4,7,1,4.88199697428,10,0,0,0,0,0,1,704,1200,952,0,0,0,1,0,0,0,0,0.246529513184,0.0203178311805,0.589036872511,0.0201849170354,0.123930866089,0.398386544012,0.155529852092,0.0332829046899,0.0136157337368,0.709677419355,0.290322580645,0.386582054309,0.1,1,-0.224845679012,-0.5,-0.075,0.5,0.5,0,0.5,6.63200177739563
436,10,203,0.728643212419,0.999999992366,0.854961825535,8,0,0,1,4.9802955665,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0222224756882,0.0222223770335,0.911101432956,0.022222326064,0.0222313882582,0.419318181818,0.167803030303,0.0492610837438,0.0246305418719,0.666666666667,0.333333333333,0.4375,0.1,0.8,-0.136666666667,-0.3,-0.0833333333333,0.4,0.1,0.1,0.1,7.74066440191724
119,11,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0222229166538,0.0226323559059,0.0222226138246,0.910699562757,0.0222225508584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,6.76157276880406
715,8,194,0.572916663683,0.999999992537,0.634328353475,14,1,13,0,4.89175257732,6,0,0,0,0,0,0,3200,3200,3200,0,0,1,0,0,0,0,0,0.213896149387,0.0333782214971,0.0335064016135,0.685221997718,0.033997229784,0.346568627451,0.158333333333,0.0309278350515,0.020618556701,0.6,0.4,0.547222222222,0.333333333333,1,-0.147916666667,-0.2,-0.1,0.65,0.35,0.15,0.35,7.78322401633604
406,12,163,0.62732918865,0.999999990826,0.688073388183,15,4,11,1,4.45398773006,10,0,0,0,0,0,0,3400,3400,3400,0,0,0,1,0,0,0,0,0.267986220376,0.0200067898744,0.0200279588423,0.671851738805,0.0201272921028,0.605175127902,-0.0373868555687,0.0245398773006,0.0429447852761,0.363636363636,0.636363636364,0.355519480519,0.136363636364,0.5,-0.261904761905,-0.5,-0.166666666667,0.433333333333,-0.166666666667,0.0666666666667,0.166666666667,6.73933662735717
140,8,428,0.442352940136,0.999999996337,0.516483514592,20,1,15,1,5.05841121495,8,0,0,0,0,0,0,5100,5100,5100,0,0,0,1,0,0,0,0,0.0251335957149,0.174974312815,0.0251643384335,0.749448210725,0.0252795423116,0.460945663532,0.195036572623,0.0373831775701,0.0140186915888,0.727272727273,0.272727272727,0.416003787879,0.1,0.85,-0.198611111111,-0.4,-0.125,1,0.5,0.5,0.5,9.02401079378469
479,8,2482,0.334419551799,0.999999999244,0.549924356619,30,18,11,0,4.21353746978,10,0,0,0,0,1,0,457,8000,2561.88888889,1,0,0,0,0,0,0,0,0.0200378814267,0.0200031698564,0.110234195765,0.119674163032,0.730050589919,0.515984487336,0.206030313387,0.0535858178888,0.0181305398872,0.747191011236,0.252808988764,0.432072876998,0.0333333333333,1,-0.264365079365,-0.7,-0.05,0,0,0.5,0,8.43381158247719
350,10,340,0.536873154758,0.999999996296,0.570370368258,41,6,34,1,5.20588235294,8,0,0,0,0,0,0,1300,29700,8040,0,0,0,1,0,0,0,0,0.0250141735519,0.149951298402,0.0250002382049,0.775034203503,0.0250000863382,0.638150584795,-0.185893640351,0.0264705882353,0.0941176470588,0.219512195122,0.780487804878,0.441851851852,0.16,0.85,-0.306640625,-0.625,-0.125,0.71875,-0.21875,0.21875,0.21875,7.24422751560335
568,11,405,0.545219636834,0.999999996154,0.638461536006,20,5,0,0,4.53333333333,8,0,0,0,0,0,0,716,42500,12073.75,0,0,1,0,0,0,0,0,0.025257790982,0.168131140134,0.0250003215319,0.756568755917,0.0250419914353,0.472462406015,0.0329417293233,0.0469135802469,0.0320987654321,0.59375,0.40625,0.321804511278,0.1,1,-0.356730769231,-0.5,-0.1,0,0,0.5,0,6.85646198459459
253,11,136,0.746268651147,0.999999987805,0.853658526175,1,1,0,2,4.46323529412,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0333335234589,0.866590654861,0.0333335982082,0.0334088003805,0.0333334230917,0.467777777778,0.127777777778,0.0514705882353,0.0294117647059,0.636363636364,0.363636363636,0.352380952381,0.1,0.6,-0.1375,-0.2,-0.1,0,0,0.5,0,7.86326672400957
458,8,328,0.644171777165,0.999999995238,0.780952377234,14,0,1,0,4.80182926829,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0200010468445,0.0200010743676,0.919996334612,0.0200006714527,0.0200008727227,0.321455938697,0.0535440613027,0.0274390243902,0.0182926829268,0.6,0.4,0.386111111111,0.1,0.6,-0.19537037037,-0.4,-0.125,0,0,0.5,0,6.43133108193348
182,10,1175,0.460207612059,0.99999999866,0.615281500516,15,3,14,1,4.80595744681,6,0,1,0,0,0,0,872,1100,1024,0,0,0,1,0,0,0,0,0.0333342429951,0.263437907688,0.0333337655708,0.636560296405,0.0333337873406,0.514206570074,0.112859461967,0.0468085106383,0.0212765957447,0.6875,0.3125,0.425337465565,0.0625,1,-0.424833333333,-1,-0.1,0.4,-0.4,0.1,0.4,7.00306545878646
546,12,752,0.426829267714,0.999999997674,0.595348835825,12,8,1,0,4.68484042553,8,0,0,0,0,1,0,627,1300,1106.75,0,0,0,1,0,0,0,0,0.0250961342247,0.164749144334,0.0250043912119,0.0250009939237,0.760149336306,0.518393493761,0.223539756812,0.0585106382979,0.0172872340426,0.771929824561,0.228070175439,0.422459169618,0.05,1,-0.261538461538,-1,-0.1,0.5,0.5,0,0.5,7.37775890822787
150,10,660,0.3949843254,0.999999997436,0.517948716621,35,3,12,0,4.6,10,1,0,0,0,0,0,2300,2300,2300,1,0,0,0,0,0,0,0,0.293640500982,0.0200180782389,0.0200252016647,0.135204577406,0.531111641708,0.444757757965,0.235085354897,0.0621212121212,0.0106060606061,0.854166666667,0.145833333333,0.350754936121,0.1,1,-0.219727891156,-0.5,-0.05,0,0,0.5,0,7.3132203870903
115,14,613,0.508333332486,0.99999999726,0.693150683032,3,2,1,0,4.82218597064,9,0,0,0,0,0,1,682,2100,1391,1,0,0,0,0,0,0,0,0.0223002966494,0.0222255752142,0.250069069183,0.0222340481906,0.683171010763,0.3,-0.0140432098765,0.0130505709625,0.0179445350734,0.421052631579,0.578947368421,0.34375,0.1,0.5,-0.29595959596,-0.8,-0.1,0,0,0.5,0,6.90775527898214
375,9,325,0.584905658538,0.999999995392,0.677419351717,21,3,7,0,4.95384615385,10,1,0,0,0,0,0,41000,41000,41000,0,0,0,0,0,0,1,1,0.0204991802114,0.122922690656,0.0200333737699,0.240117985734,0.596426769629,0.609073359073,0.336277348777,0.0830769230769,0.0184615384615,0.818181818182,0.181818181818,0.525,0.1,1,-0.28878968254,-0.5,-0.166666666667,0,0,0.5,0,7.37775890822787
647,11,630,0.477564101799,0.999999997283,0.649456519974,13,11,1,0,4.66984126984,7,0,0,0,0,1,0,1500,1800,1650,1,0,0,0,0,0,0,0,0.0285929527926,0.0285749383692,0.460086726542,0.0285729575245,0.454172424771,0.531854256854,0.159794372294,0.0380952380952,0.00793650793651,0.827586206897,0.172413793103,0.406029040404,0.136363636364,1,-0.401666666667,-1,-0.05,0.85,0.5,0.35,0.5,7.17011954344963
167,8,362,0.557422967626,0.99999999537,0.731481478095,7,3,1,1,4.97237569061,8,0,0,1,0,0,0,1300,5100,2733.33333333,0,0,0,0,1,0,0,0,0.275388345601,0.187136960326,0.158753639916,0.353720380786,0.0250006733711,0.468021026592,0.151757884972,0.0690607734807,0.0220994475138,0.757575757576,0.242424242424,0.284893939394,0.05,0.7,-0.267261904762,-0.5,-0.0714285714286,0.2,0.0875,0.3,0.0875,6.71295620067707
365,10,260,0.585271315561,0.999999993506,0.746753241904,3,2,2,0,4.86923076923,8,0,0,1,0,0,0,2800,2800,2800,0,0,1,0,0,0,0,0,0.277986653013,0.0257320409257,0.645613140323,0.0250044682162,0.0256636975223,0.449660627438,0.100459622682,0.0384615384615,0.0192307692308,0.666666666667,0.333333333333,0.337272727273,0.1,0.6,-0.132063492063,-0.2,-0.0714285714286,0,0,0.5,0,7.00306545878646
203,15,281,0.649819492239,0.999999994595,0.805405401052,1,1,2,0,4.89323843416,6,0,1,0,0,0,0,1100,1100,1100,0,0,0,1,0,0,0,0,0.0333353826767,0.638229911079,0.0333344331084,0.261765972151,0.0333343009854,0.392941176471,0.187941176471,0.0355871886121,0.00355871886121,0.909090909091,0.0909090909091,0.3195,0.16,0.6,-0.4,-0.4,-0.4,0.516666666667,-0.283333333333,0.0166666666667,0.283333333333,7.90100705199242
244,8,321,0.476489026719,0.999999995475,0.542986422882,53,3,50,0,6.14953271028,9,0,0,0,0,0,0,44300,44300,44300,0,0,0,0,1,0,0,0,0.022222705335,0.265328327878,0.0222651003594,0.667961359196,0.0222225072319,0.548148148148,0.217901234568,0.0249221183801,0.00623052959502,0.8,0.2,0.29375,0.1,0.5,-0.340277777778,-0.388888888889,-0.291666666667,0,0,0.5,0,9.25913053614561
64,8,872,0.456747404317,0.999999997872,0.699999998511,5,4,2,0,4.38417431193,10,1,0,0,0,0,0,3800,3800,3800,0,0,1,0,0,0,0,0,0.0202878319819,0.0200035366121,0.020014606554,0.0200330127035,0.919661012148,0.455807508188,0.168442932729,0.0424311926606,0.0160550458716,0.725490196078,0.274509803922,0.364285714286,0.0333333333333,1,-0.242063492063,-1,-0.1,0.3,0.1,0.2,0.1,7.37775890822787
225,10,1103,0.40715667272,0.999999998516,0.543026705426,26,2,9,0,4.62375339982,9,1,0,0,0,0,0,11200,11200,11200,0,0,1,0,0,0,0,0,0.150717327713,0.0222366803552,0.0222811794037,0.471503573854,0.333261238674,0.461745228456,0.146401942356,0.0371713508613,0.0154125113327,0.706896551724,0.293103448276,0.378385598142,0.1,1,-0.213760504202,-0.5,-0.0714285714286,0,0,0.5,0,6.79682371827486
181,11,300,0.559322032002,0.999999994924,0.644670047489,3,2,7,0,5.14,5,0,0,0,0,0,1,10300,10300,10300,0,0,0,0,1,0,0,0,0.239028561636,0.0400037615237,0.640960804927,0.0400024683919,0.0400044035215,0.315358126722,0.00884986225895,0.02,0.0433333333333,0.315789473684,0.684210526316,0.326893939394,0.136363636364,0.5,-0.14358974359,-0.4,-0.0833333333333,0.6,0.7,0.1,0.7,7.24422751560335
198,9,619,0.55407653818,0.999999997354,0.735449733504,12,3,2,0,5.09046849758,8,0,0,0,0,0,1,1300,18200,7500,0,1,0,0,0,0,0,0,0.0250028230924,0.148495907464,0.651374668444,0.0253061531265,0.149820447874,0.309182539683,0.00369126984127,0.0258481421648,0.032310177706,0.444444444444,0.555555555556,0.365476190476,0.0333333333333,0.6,-0.247152777778,-1,-0.1,0.5,0.5,0,0.5,7.00306545878646
546,8,1339,0.380772142028,0.99999999875,0.527499999341,15,3,1,0,4.66019417476,6,0,0,1,0,0,0,1300,59000,22000,0,0,0,1,0,0,0,0,0.719809480387,0.180069933539,0.0333710395393,0.0334132855035,0.0333362610319,0.411496641987,0.0981262895983,0.0388349514563,0.0119492158327,0.764705882353,0.235294117647,0.330359224109,0.0333333333333,0.8,-0.330989583333,-0.8,-0.125,1,0,0.5,0,8.16051824747751
78,11,764,0.487282462534,0.999999997938,0.618556699756,6,6,13,1,4.68455497382,5,0,1,0,0,0,0,531,2700,1225.75,0,0,1,0,0,0,0,0,0.0429386330853,0.485269020147,0.390602400122,0.0411869325089,0.0400030141372,0.466341444751,0.1585273733,0.0458115183246,0.0170157068063,0.729166666667,0.270833333333,0.410683364255,0.1,0.8,-0.311752136752,-0.75,-0.1,0.2,0.3,0.3,0.3,7.17011954344963
416,9,279,0.578181816079,0.99999999422,0.705202308062,5,5,0,2,4.64157706093,7,0,0,0,0,0,1,1400,1400,1400,1,0,0,0,0,0,0,0,0.0285716781536,0.0285714900888,0.885712359032,0.028571477335,0.0285729953908,0.442970521542,0.0143990929705,0.0250896057348,0.0286738351254,0.466666666667,0.533333333333,0.31462585034,0.1,0.6,-0.24375,-0.6,-0.05,0.5,0.136363636364,0,0.136363636364,7.97246601597457
352,10,696,0.520348836453,0.999999997585,0.714975843684,6,4,1,7,4.50287356322,8,0,0,0,0,1,0,4400,4400,4400,0,1,0,0,0,0,0,0,0.0250198180916,0.0250117810153,0.400610573392,0.0250052555358,0.524352571965,0.535434986021,0.187795364358,0.0545977011494,0.0114942528736,0.826086956522,0.173913043478,0.400534005468,0.0625,0.9,-0.400173611111,-1,-0.05,0,0,0.5,0,8.03915739047324
274,10,232,0.495370368077,0.999999994186,0.47093022982,18,2,15,0,4.64224137931,10,1,0,0,0,0,0,3300,3300,3300,0,0,1,0,0,0,0,0,0.0181828884778,0.534135668345,0.0181919652492,0.192037882128,0.2374515958,0.768560606061,0.0806818181818,0.0301724137931,0.0129310344828,0.7,0.3,0.385714285714,0.2,0.5,-0.504166666667,-0.7,-0.3125,0,0,0.5,0,7.78322401633604
232,10,245,0.526748969026,0.999999994186,0.575581392002,28,3,24,0,4.85306122449,7,0,0,0,0,0,0,9500,10100,9800,0,0,1,0,0,0,0,0,0.0287539542545,0.172802543362,0.0285724714195,0.741299490327,0.0285715406373,0.417575757576,0.114772727273,0.0244897959184,0.0122448979592,0.666666666667,0.333333333333,0.295454545455,0.136363636364,0.6,-0.141666666667,-0.1875,-0.05,1,0,0.5,0,6.86380339145295
267,7,589,0.541666665726,0.999999997143,0.734285712188,16,3,11,0,4.48556876061,5,0,0,0,0,1,0,774,11400,6087,0,0,1,0,0,0,0,0,0.0425052104856,0.040004217623,0.0400009415805,0.0400001160833,0.837489514228,0.468322981366,0.120289855072,0.0407470288625,0.018675721562,0.685714285714,0.314285714286,0.397222222222,0.1,1,-0.25,-0.625,-0.1,0,0,0.5,0,7.09007683577609
388,11,772,0.470670390404,0.999999997868,0.635394454935,49,3,50,1,4.8329015544,8,0,0,0,0,0,0,6300,6500,6400,1,0,0,0,0,0,0,0,0.0257729888676,0.025019281307,0.0252060619669,0.897921956696,0.0260797111626,0.392632090132,0.152851592852,0.0194300518135,0.00647668393782,0.75,0.25,0.310313131313,0.1,0.6,-0.136111111111,-0.2,-0.1,1,0.85,0.5,0.85,6.69208374250663
301,8,2361,0.343655913831,0.999999999239,0.538812784978,28,3,1,6,4.72215163066,5,0,0,0,0,0,1,1100,7600,3266.66666667,0,0,0,1,0,0,0,0,0.0400277288131,0.0400178306181,0.839879498277,0.0400025541306,0.0400723881609,0.425050761205,0.0132513746937,0.0245658619229,0.0254129606099,0.491525423729,0.508474576271,0.396645768025,0.1,1,-0.292185846561,-1,-0.0714285714286,1,0,0.5,0,8.90923527919226
29,14,1162,0.47253705277,0.999999998555,0.674855490354,16,4,6,1,4.96127366609,10,0,0,0,0,0,1,815,1100,912.666666667,0,0,1,0,0,0,0,0,0.0200018756281,0.0200017562342,0.82368535022,0.0200011051388,0.116309912779,0.355552506961,0.0789539255736,0.0232358003442,0.0163511187608,0.586956521739,0.413043478261,0.438339746673,0.1,1,-0.311549707602,-1,-0.1,0,0,0.5,0,6.55961523749324
604,11,908,0.397350992939,0.99999999793,0.575569356986,2,1,1,0,4.46916299559,4,0,0,1,0,0,0,792,792,792,0,1,0,0,0,0,0,0,0.48952811004,0.0500089329758,0.359418816991,0.0500016086151,0.0510425313788,0.4510430839,0.061962585034,0.0506607929515,0.0308370044053,0.621621621622,0.378378378378,0.391485507246,0.05,0.7,-0.32293792517,-0.7,-0.05,0,0,0.5,0,6.59987049921284
352,11,634,0.421926909598,0.999999997602,0.498800958036,29,8,16,0,4.74132492114,4,0,1,0,0,0,0,2100,4200,3400,0,1,0,0,0,0,0,0,0.0500034232027,0.0522201230996,0.0502149030856,0.79756151841,0.0500000322021,0.363482834994,0.0895570321152,0.0347003154574,0.0173501577287,0.666666666667,0.333333333333,0.296482683983,0.0333333333333,0.7,-0.216414141414,-0.4,-0.1,0.05,0.1,0.45,0.1,6.87109129461055
71,11,444,0.562790696366,0.999999996337,0.699633697071,5,1,1,3,4.9954954955,6,0,0,0,0,0,1,3200,3200,3200,0,0,1,0,0,0,0,0,0.033335831069,0.0333357642248,0.866657851976,0.0333347969205,0.0333357558098,0.368013888889,0.0290694444444,0.0292792792793,0.0405405405405,0.41935483871,0.58064516129,0.380256410256,0.1,0.5,-0.173919753086,-0.3,-0.1,0.316666666667,0.0333333333333,0.183333333333,0.0333333333333,6.60934924316738
154,7,1155,0.493415276125,0.999999998615,0.684210525368,15,1,4,0,4.95238095238,6,0,0,0,0,0,1,1500,1500,1500,0,0,0,1,0,0,0,0,0.0333368011826,0.0333440078496,0.866625703442,0.0333354587581,0.0333580287672,0.339748648177,0.0753299319728,0.034632034632,0.0147186147186,0.701754385965,0.298245614035,0.359416666667,0.05,1,-0.343417366947,-0.875,-0.05,0.55,-0.35,0.05,0.35,7.3132203870903
222,14,282,0.541818179848,0.999999993548,0.690322576191,9,4,1,0,4.75886524823,8,0,0,0,0,0,1,1100,2100,1375,0,0,0,0,0,1,0,1,0.0251480401927,0.0250024250052,0.57692140436,0.0250005277346,0.347927602707,0.402191558442,0.0572348484848,0.0283687943262,0.0177304964539,0.615384615385,0.384615384615,0.282224025974,0.136363636364,0.5,-0.222619047619,-0.5,-0.0714285714286,0.333333333333,0.25,0.166666666667,0.25,8.98719682066197
350,11,344,0.603076921221,0.999999995918,0.657142854461,25,1,0,0,5.1976744186,5,0,0,0,1,0,0,6800,6800,6800,0,0,0,1,0,0,0,0,0.0400009521004,0.245272404946,0.239757513672,0.434846625356,0.0401225039255,0.518899521531,0.16961722488,0.031976744186,0.00872093023256,0.785714285714,0.214285714286,0.379338842975,0.1,0.8,-0.316666666667,-0.5,-0.2,0,0,0.5,0,7.82404601085629
695,11,917,0.51252847322,0.999999998134,0.703358207643,2,1,0,26,4.46564885496,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0400823580417,0.0404574170092,0.040113743154,0.83934089691,0.0400055848849,0.475244423154,-0.0148854174059,0.0599781897492,0.0610687022901,0.495495495495,0.504504504505,0.435718811492,0.05,1,-0.432943594104,-1,-0.05,0.633333333333,-0.254545454545,0.133333333333,0.254545454545,6.19847871649231
535,11,410,0.541666665339,0.999999996377,0.663043475859,7,5,1,1,4.56341463415,10,0,1,0,0,0,0,759,1200,979.5,1,0,0,0,0,0,0,0,0.0200149493875,0.441447579351,0.0200009597933,0.498531527509,0.0200049839587,0.388492063492,0.10863476801,0.0487804878049,0.0463414634146,0.512820512821,0.487179487179,0.494166666667,0.166666666667,1,-0.212332915622,-0.6,-0.0714285714286,0,0,0.5,0,6.65544035036765
161,7,247,0.618257258845,0.999999993548,0.754838704807,7,2,1,0,4.87854251012,7,0,0,1,0,0,0,3100,3100,3100,0,0,0,1,0,0,0,0,0.600081444149,0.0285914279969,0.0290919020463,0.0286135975645,0.313621628243,0.422077922078,0.249350649351,0.0161943319838,0.00404858299595,0.8,0.2,0.427840909091,0.136363636364,0.8,-0.2,-0.2,-0.2,0,0,0.5,0,6.90775527898214
415,8,363,0.573407200628,0.999999995595,0.709251098197,7,3,1,0,4.57851239669,9,0,0,0,0,0,1,1400,2500,1950,0,1,0,0,0,0,0,0,0.0222246287017,0.245669810045,0.243240746211,0.0222394238874,0.466625391155,0.418704906205,0.0265572390572,0.0192837465565,0.0192837465565,0.5,0.5,0.290909090909,0.1,0.6,-0.246428571429,-0.5,-0.125,0,0,0.5,0,6.88959130835447
308,11,209,0.653846150703,0.999999992188,0.781249993896,8,5,0,1,4.81818181818,10,0,0,0,0,1,0,1100,5100,2300,0,0,0,1,0,0,0,0,0.0200578718385,0.0208338811555,0.179388478332,0.0200052884672,0.759714480207,0.473636363636,0.225909090909,0.0382775119617,0,1,0,0.328125,0.1,0.5,0,0,0,0,0,0.5,0,7.82404601085629
314,9,1522,0.40648210641,0.999999998953,0.543455496813,22,7,14,0,5.14651773982,7,0,0,0,0,0,1,936,1500,1234.5,0,0,0,0,1,0,0,0,0.0293706941942,0.0285798183385,0.884871801631,0.0285726800792,0.0286050057569,0.384544797925,0.0046237018068,0.0177398160315,0.011826544021,0.6,0.4,0.32898989899,0.1,0.9,-0.332098765432,-1,-0.05,0.7,-0.4,0.2,0.4,7.09007683577609
538,10,447,0.538283061396,0.99999999635,0.682481749334,7,6,13,0,4.77628635347,8,0,0,0,0,0,1,2400,5800,3800,0,0,0,0,1,0,0,0,0.14957000849,0.0250005961401,0.775427902401,0.0250003751102,0.0250011178582,0.487641390867,0.155411255411,0.0357941834452,0.0134228187919,0.727272727273,0.272727272727,0.430275974026,0.227272727273,1,-0.352777777778,-0.8,-0.05,0,0,0.5,0,6.88755257166462
98,13,244,0.670781890244,0.999999993548,0.793548381977,1,1,0,1,4.51639344262,9,0,1,0,0,0,0,1100,1100,1100,0,0,0,1,0,0,0,0,0.022223426917,0.812736812187,0.0222230212966,0.120593963489,0.0222227761112,0.33483436853,0.0137422360248,0.0409836065574,0.0327868852459,0.555555555556,0.444444444444,0.24125,0.0625,0.6,-0.237053571429,-0.6,-0.0714285714286,0,0,0.5,0,6.90775527898214
399,9,1312,0.338095237827,0.999999998908,0.409388645841,2,2,32,1,5.05945121951,8,0,0,0,0,0,1,9300,14700,12000,0,0,0,1,0,0,0,0,0.0250006582618,0.0250005060306,0.775490435638,0.149506831627,0.0250015684431,0.229017857143,0.083882913961,0.0182926829268,0.00381097560976,0.827586206897,0.172413793103,0.249729437229,0.05,0.6,-0.1,-0.125,-0.05,0,0,0.5,0,6.68085467879022
255,9,2095,0.329411764544,0.9999999992,0.471199999623,16,0,1,0,5.06062052506,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0500007346234,0.0500000468505,0.799995616937,0.0500000243994,0.0500035771899,0.295157146377,0.0298111779819,0.0167064439141,0.0114558472554,0.593220338983,0.406779661017,0.280220779221,0.05,0.5,-0.221081349206,-0.6,-0.05,0.166666666667,0,0.333333333333,0,6.77650699237218
458,10,333,0.637770895858,0.999999995652,0.739130431569,16,3,1,0,4.87387387387,4,0,1,0,0,0,0,6400,6400,6400,1,0,0,0,0,0,0,0,0.05000347332,0.0522197530547,0.0501487070151,0.797627976101,0.0500000905091,0.485758559622,0.162136354413,0.039039039039,0.018018018018,0.684210526316,0.315789473684,0.387412587413,0.1,1,-0.316964285714,-0.5,-0.1875,0,0,0.5,0,8.7160440501614
204,14,880,0.41407151048,0.999999998205,0.536804307833,11,8,14,1,4.72159090909,10,0,0,0,0,1,0,969,3800,1693.8,0,0,1,0,0,0,0,0,0.219928579313,0.0200491793857,0.0200026414064,0.0200004870862,0.720019112808,0.41632805326,0.176674209629,0.0363636363636,0.00454545454545,0.888888888889,0.111111111111,0.320183982684,0.1,0.6,-0.263888888889,-0.4,-0.1,0,0,0.5,0,8.29404964010203
721,13,793,0.518661517994,0.999999997831,0.722342731622,20,0,1,1,4.4262295082,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.025009146812,0.47619112183,0.025138829248,0.448657522986,0.0250033791231,0.551200427925,0.102823182565,0.0416141235813,0.0252206809584,0.622641509434,0.377358490566,0.443185097731,0.1,1,-0.389166666667,-0.5,-0.125,0.75,0,0.25,0,6.61204103483309
99,13,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0333587713553,0.0333487644507,0.0333338159649,0.793902876158,0.106055772072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,6.84906628263346
692,7,1487,0.413441954913,0.999999998864,0.597727272048,28,6,11,0,4.7861466039,10,1,0,0,0,0,0,2600,31800,13200,0,0,0,0,1,0,0,0,0.270750432633,0.0200283405747,0.144928249201,0.376783345173,0.187509632419,0.460478415714,0.190399139644,0.0659045057162,0.0121049092132,0.844827586207,0.155172413793,0.367391995759,0.0333333333333,1,-0.294973544974,-0.6,-0.0714285714286,0.0666666666667,0.0333333333333,0.433333333333,0.0333333333333,8.69951474821019
86,17,594,0.409893992209,0.999999997442,0.475703323592,41,1,1,0,5.22053872054,6,0,0,0,0,0,1,1100,1100,1100,0,1,0,0,0,0,0,0,0.0333338242335,0.0333334404553,0.699640391599,0.0333334470505,0.200358896661,0.519461697723,-0.00993788819876,0.00841750841751,0.00673400673401,0.555555555556,0.444444444444,0.45,0.25,0.6,-0.619642857143,-0.8,-0.25,0.535714285714,0.285714285714,0.0357142857143,0.285714285714,6.90775527898214
180,7,510,0.55138339812,0.999999996825,0.714285712018,10,0,1,0,5.13725490196,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0250029529728,0.0250030287041,0.687541165302,0.237450577749,0.0250022752725,0.508363042187,0.0717023172906,0.043137254902,0.0294117647059,0.594594594595,0.405405405405,0.356370523416,0.136363636364,1,-0.215555555556,-0.5,-0.05,0,0,0.5,0,7.60090245954208
